1,2,3,4,5,6,7,8,9,,,,,,,,,,,
,,,1931," 383,902 ","+55,025    ",+16.73          ," 192,533 "," 191,369 ",,,,,,,,,,,
,,,1941," 443,969 ","+60,067    ",+15.65          ," 223,968 "," 220,001 ",,,,,,,,,,,
,,,1951," 499,582 ","+55,613    ",+12.53          ," 251,514 "," 248,068 ",,,,,,,,,,,
,,,1961," 615,809 ","+116,227    ",+23.26          ," 311,035 "," 304,774 ",,,,,,,,,,,
,,,1971," 796,404 ","+180,595    ",+29.33          ," 404,442 "," 391,962 ",,,,,,,,,,,
,,,1981," 940,175 ","+143,771    ",+18.05          ," 479,910 "," 460,265 ",,,,,,,,,,,
,,,1991," 1,123,583 ","+183,408    ",+19.51          ,"581,217"," 542,366 ",,,,,,,,,,,
,,,2001," 1,295,182 ","+171,599    ",+15.27          ," 670,520 "," 624,662 ",,,,,,,,,,,
,,,2011," 1,506,843 ","+211,661    ",+16.34          ," 774,303 "," 732,540 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,631, Krishnagiri,1901," 389,745 ",-,-," 193,327 "," 196,418 ",,,,,,,,,,,
,,,1911," 407,883 ","+18,138    ",+4.65          ," 202,487 "," 205,396 ",,,,,,,,,,,
,,,1921," 389,723 ","-18,160 ",-4.45 ," 194,567 "," 195,156 ",,,,,,,,,,,
,,,1931," 454,928 ","+65,205    ",+16.73          ," 228,154 "," 226,774 ",,,,,,,,,,,
,,,1941," 526,107 ","+71,179    ",+15.65          ," 265,404 "," 260,703 ",,,,,,,,,,,
,,,1951," 592,009 ","+65,902    ",+12.53          ," 299,987 "," 292,022 ",,,,,,,,,,,
,,,1961," 716,442 ","+124,433    ",+21.02          ," 365,850 "," 350,592 ",,,,,,,,,,,
,,,1971," 881,371 ","+164,929    ",+23.02          ," 447,832 "," 433,539 ",,,,,,,,,,,
,,,1981," 1,056,885 ","+175,514    ",+19.91          ," 539,452 "," 517,433 ",,,,,,,,,,,
,,,1991," 1,305,013 ","+248,128    ",+23.48          ," 669,454 "," 635,559 ",,,,,,,,,,,
,,,2001," 1,561,118 ","+256,105    ",+19.62          ," 803,077 "," 758,041 ",,,,,,,,,,,
,,,2011," 1,879,809 ","+318,691    ",+20.41          ," 960,232 "," 919,577 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,632, Coimbatore,1901," 697,894 ",-,-," 342,514 "," 355,380 ",,,,,,,,,,,
,,,1911," 754,483 ","+56,589    ",+8.11          ," 370,430 "," 384,053 ",,,,,,,,,,,
,,,1921," 787,002 ","+32,519    ",+4.31          ," 391,742 "," 395,260 ",,,,,,,,,,,
,,,1931," 914,515 ","+127,513    ",+16.20          ," 456,144 "," 458,371 ",,,,,,,,,,,
,,,1941," 1,050,676 ","+136,161    ",+14.89          ," 527,395 "," 523,281 ",,,,,,,,,,,
,,,1951," 1,259,135 ","+208,459    ",+19.84          ," 636,748 "," 622,387 ",,,,,,,,,,,
,,,1961," 1,501,084 ","+241,949    ",+19.22          ," 772,017 "," 729,067 ",,,,,,,,,,,
,,,1971," 1,886,146 ","+385,062    ",+25.65          ," 970,530 "," 915,616 ",,,,,,,,,,,
,,,1981," 2,216,562 ","+330,416    ",+17.52          ," 1,138,776 "," 1,077,786 ",,,,,,,,,,,
,,,1991," 2,493,715 ","+277,153    ",+12.50          ," 1,277,482 "," 1,216,233 ",,,,,,,,,,,
,,,2001," 2,916,620 ","+422,905    ",+16.96          ," 1,482,228 "," 1,434,392 ",,,,,,,,,,,
,,,2011," 3,458,045 ","+541,425    ",+18.56          ," 1,729,297 "," 1,728,748 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,633, Tiruppur,1901," 516,618 ",-,-," 254,477 "," 262,141 ",,,,,,,,,,,
,,,1911," 553,598 ","+36,980    ",+7.16          ," 273,045 "," 280,553 ",,,,,,,,,,,
,,,1921," 588,291 ","+34,693    ",+6.27          ," 293,085 "," 295,206 ",,,,,,,,,,,
,,,1931," 655,837 ","+67,546    ",+11.48          ," 326,719 "," 329,118 ",,,,,,,,,,,
,,,1941," 754,273 ","+98,436    ",+15.01          ," 378,201 "," 376,072 ",,,,,,,,,,,
,,,1951," 884,545 ","+130,272    ",+17.27          ," 439,553 "," 444,992 ",,,,,,,,,,,
,,,1961," 949,859 ","+65,314    ",+7.38          ," 477,456 "," 472,403 ",,,,,,,,,,,
,,,1971," 1,130,940 ","+181,081    ",+19.06          ," 571,791 "," 559,149 ",,,,,,,,,,,
,,,1981," 1,324,480 ","+193,540    ",+17.11          ," 673,771 "," 650,709 ",,,,,,,,,,,
,,,1991," 1,531,983 ","+207,503    ",+15.67          ," 781,465 "," 750,518 ",,,,,,,,,,,
,,,2001," 1,920,154 ","+388,171    ",+25.34          ," 978,349 "," 941,805 ",,,,,,,,,,,
,,,2011," 2,479,052 ","+558,898    ",+29.11          ," 1,246,159 "," 1,232,893 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,Note:- District formed after 2001 census are shown in Italics print.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
