,,A-2: DECADAL VARIATION IN POPULATION SINCE 1901,,,,,,,,
State,District,State/District,Census Year,Persons,Variation since the preceding Census,,Males,Females,,
Code,Code,,,,Absolute,Percentage,,,,
,,,,,,,,,,
1,2,3,4,5,6,7,8,9,,
,,,1991,"1,104,210","+303,493    ",+37.90    ,"592,838","511,372",,
,,,2001,"1,504,852","+400,642    ",+36.28    ,"792,297","712,555",,
,,,2011," 1,862,559 ","+357,707    ",+23.77    ," 971,344 "," 891,215 ",,
,,,,,,,,,,
09,201,Etah,1901," 467,166 ",-,-," 252,408 "," 214,758 ",,
,,,1911," 471,233 ","+4,067    ",+0.87    ," 256,450 "," 214,783 ",,
,,,1921," 448,730 "," -22,503 ",-4.78," 242,904 "," 205,826 ",,
,,,1931," 465,371 ","+16,641    ",+3.71    ," 252,250 "," 213,121 ",,
,,,1941," 532,585 ","+67,214    ",+14.44    ," 288,362 "," 244,223 ",,
,,,1951," 608,080 ","+75,495    ",+14.18    ," 324,909 "," 283,171 ",,
,,,1961," 696,873 ","+88,793    ",+14.60    ," 372,947 "," 323,926 ",,
,,,1971," 853,095 ","+156,222    ",+22.42    ," 463,578 "," 389,517 ",,
,,,1981," 1,011,479 ","+158,384    ",+18.57    ," 552,439 "," 459,040 ",,
,,,1991,"1,229,949","+218,470    ",+21.60    ,"672,665","557,284",,
,,,2001,"1,531,645","+301,696    ",+24.53    ,"828,110","703,535",,
,,,2011," 1,774,480 ","+242,835    ",+15.85    ," 947,339 "," 827,141 ",,
,,,,,,,,,,
09,202,Kanshiram Nagar,1901," 386,383 ",-,-," 208,761 "," 177,622 ",,
,,,1911," 389,747 ","+3,364    ",+0.87    ," 212,104 "," 177,643 ",,
,,,1921," 371,135 "," -18,612 ",-4.78," 200,901 "," 170,234 ",,
,,                                                           ,1931," 384,897 ","+13,762    ",+3.71    ," 208,630 "," 176,267 ",,
,,,1941," 440,490 ","+55,593    ",+14.44    ," 238,498 "," 201,992 ",,
,,,1951," 502,930 ","+62,440    ",+14.18    ," 269,307 "," 233,623 ",,
,,,1961," 588,879 ","+85,949    ",+17.09    ," 316,421 "," 272,458 ",,
,,,1971," 699,806 ","+110,927    ",+18.84    ," 383,574 "," 316,232 ",,
,,,1981,826616,"+126,810    ",+18.12    ,453277,373339,,
,,,1991,"991,289","+164,673    ",+19.92    ,"544,654","446,635",,
,,,2001,"1,228,705","+237,416    ",+23.95    ,"664,676","564,029",,
,,,2011," 1,436,719 ","+208,014    ",+16.93    ," 764,165 "," 672,554 ",,
,,,,,,,,,,
,,       Note :-  Districts formed after the 2001Census are printed in italics.,,,,,,,,
