,,  A - 2  DECADAL VARIATION  IN  POPULATION  SINCE  1901,,,,,,,,,,,
State,District,State/District,Census,Persons,Variation since the preceding census ,,Males,Females,,,,,
Code,Code,, Year,,,,,,,,,,
,,,,,Absolute,Percentage,,,,,,,
1,2,3,4,5,6,7,8,9,,,,,
,,,2011," 990,923 ","+139,955    ",+16.45          ," 509,172 "," 481,751 ",,,,,
,,,,,,,,,,,,,
29,584,Ramanagara  ,1901," 262,843 ",                   ----,                      ----," 131,496 "," 131,347 ",,,,,
,,  ,1911," 288,219 ","+25,376    ",+9.65          ," 144,280 "," 143,939 ",,,,,
,,  ,1921," 311,945 ","+23,726    ",+8.23          ," 157,713 "," 154,232 ",,,,,
,,  ,1931," 367,516 ","+55,571    ",+17.81          ," 186,084 "," 181,432 ",,,,,
,,  ,1941," 415,233 ","+47,717    ",+12.98          ," 211,218 "," 204,015 ",,,,,
,,  ,1951," 515,413 ","+100,180    ",+24.13          ," 262,184 "," 253,229 ",,,,,
,,  ,1961," 598,301 ","+82,888    ",+16.08          ," 306,441 "," 291,860 ",,,,,
,,  ,1971," 683,221 ","+84,920    ",+14.19          ," 350,705 "," 332,516 ",,,,,
,,  ,1981," 843,509 ","+160,288    ",+23.46          ," 433,267 "," 410,242 ",,,,,
,,  ,1991," 955,669 ","+112,160    ",+13.30          ," 491,867 "," 463,802 ",,,,,
,,  ,2001," 1,030,546 ","+74,877    ",+7.84          ," 524,694 "," 505,852 ",,,,,
,,  ,2011," 1,082,636 ","+52,090    ",+5.05          ," 548,008 "," 534,628 ",,,,,
,Note:-,,,,,,,,,,,,
,,District formed after 2001 census are shown in Italics,,,,,,,,,,,
