,,  A - 2  DECADAL VARIATION  IN  POPULATION  SINCE  1901,,,,,,,,,,,
State,District,State/District,Census Year,Persons,Variation since the preceding census ,,Males,Females,,,,,
Code,Code,,,,,,,,,,,,
,,,,,Absolute,Percentage,,,,,,,
1,2,3,4,5,6,7,8,9,,,,,
,,,1961," 432,522 ","+172,630    ",+66.42          ," 235,081 "," 197,441 ",,,,,
,,,1971," 661,859 ","+229,337    ",+53.02          ," 350,817 "," 311,042 ",,,,,
,,,1981," 945,807 ","+283,948    ",+42.90          ," 499,958 "," 445,849 ",,,,,
,,,1991," 1,220,333 ","+274,526    ",+29.03          ," 645,205 "," 575,128 ",,,,,
,,,2001," 1,518,005 ","+297,672    ",+24.39          ," 801,486 "," 716,519 ",,,,,
,,,2011," 1,774,692 ","+256,687    ",+16.91          ," 931,184 "," 843,508 ",,,,,
,,,,,,,,,,,,,
08,101,Bikaner,1901," 216,478 ",                   ----- ,                 ----- ," 112,874 "," 103,604 ",,,,,
,,,1911," 236,708 ","+20,230    ",+9.35          ," 124,158 "," 112,550 ",,,,,
,,,1921," 228,562 ","-8,146 ",-3.44 ," 120,895 "," 107,667 ",,,,,
,,,1931," 271,449 ","+42,887    ",+18.76          ," 143,264 "," 128,185 ",,,,,
,,,1941," 360,968 ","+89,519    ",+32.98          ," 193,135 "," 167,833 ",,,,,
,,,1951," 395,462 ","+34,494    ",+9.56          ," 205,956 "," 189,506 ",,,,,
,,,1961," 511,317 ","+115,855    ",+29.30          ," 266,805 "," 244,512 ",,,,,
,,,1971," 665,439 ","+154,122    ",+30.14          ," 348,821 "," 316,618 ",,,,,
,,,1981," 973,800 ","+308,361    ",+46.34          ," 512,662 "," 461,138 ",,,,,
,,,1991," 1,381,201 ","+407,401    ",+41.84          ," 730,255 "," 650,946 ",,,,,
,,,2001," 1,902,110 ","+520,909    ",+37.71          ," 1,003,035 "," 899,075 ",,,,,
,,,2011," 2,363,937 ","+461,827    ",+24.28          ," 1,240,801 "," 1,123,136 ",,,,,
,,,,,,,,,,,,,
08,102,Churu,1901," 234,165 ",                   ----- ,            ----- ," 121,192 "," 112,973 ",,,,,
,,,1911," 269,411 ","+35,246    ",+15.05          ," 140,151 "," 129,260 ",,,,,
