,,  A - 2  DECADAL VARIATION  IN  POPULATION  SINCE  1901,,,,,,,,,,,,,,,,
State,District,State/District,Census Year,Persons,Variation since the preceding census ,,Males,Females,,,,,,,,,,
Code,Code,,,,,,,,,,,,,,,,,
,,,,,Absolute,Percentage,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,,,,,,,,,,
,,,1981,"1,583,280","+296,297    ",+23.02          ,"829,404","753,876",,,,,,,,,,
,,,1991,"1,927,736","+344,456    ",+21.76          ,"1,017,689","910,047",,,,,,,,,,
,,,2001,"2,464,243","+536,507    ",+27.83          ,"1,290,488","1,173,755",,,,,,,,,,
,,,2011," 2,959,918 ","+495,675    ",+20.11          ," 1,543,546 "," 1,416,372 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
10,235,Aurangabad,1901,"467,445",-,-,"229,488","237,957",,,,,,,,,,
,,,1911,"489,924","+22,479    ",+4.81          ,"240,781","249,143",,,,,,,,,,
,,,1921,"488,092","-1,832 ",-0.37 ,"243,639","244,453",,,,,,,,,,
,,,1931,"541,490","+53,398    ",+10.94          ,"270,612","270,878",,,,,,,,,,
,,,1941,"629,204","+87,714    ",+16.20          ,"314,393","314,811",,,,,,,,,,
,,,1951,"696,115","+66,911    ",+10.63          ,"349,621","346,494",,,,,,,,,,
,,,1961,"830,989","+134,874    ",+19.38          ,"415,260","415,729",,,,,,,,,,
,,,1971,"1,016,094","+185,105    ",+22.28          ,"517,473","498,621",,,,,,,,,,
,,,1981,"1,237,072","+220,978    ",+21.75          ,"632,537","604,535",,,,,,,,,,
,,,1991,"1,539,988","+302,916    ",+24.49          ,"804,038","735,950",,,,,,,,,,
,,,2001,"2,013,055","+473,067    ",+30.72          ,"1,040,945","972,110",,,,,,,,,,
,,,2011," 2,540,073 ","+527,018    ",+26.18          ," 1,318,684 "," 1,221,389 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
10,236,Gaya,1901,"791,096",-,-,"388,382","402,714",,,,,,,,,,
,,,1911,"829,139","+38,043    ",+4.81          ,"407,493","421,646",,,,,,,,,,
,,,1921,"826,039","-3,100 ",-0.37 ,"412,330","413,709",,,,,,,,,,
,,,1931,"916,408","+90,369    ",+10.94          ,"457,979","458,429",,,,,,,,,,
,,,1941,"1,064,854","+148,446    ",+16.20          ,"532,074","532,780",,,,,,,,,,
,,,1951,"1,178,093","+113,239    ",+10.63          ,"590,635","587,458",,,,,,,,,,
,,,1961,"1,392,472","+214,379    ",+18.20          ,"697,632","694,840",,,,,,,,,,
,,,1971,"1,725,583","+333,111    ",+23.92          ,"880,137","845,446",,,,,,,,,,
,,,1981,"2,150,406","+424,823    ",+24.62          ,"1,093,989","1,056,417",,,,,,,,,,
,,,1991,"2,664,803","+514,397    ",+23.92          ,"1,386,528","1,278,275",,,,,,,,,,
,,,2001,"3,473,428","+808,625    ",+30.34          ,"1,792,163","1,681,265",,,,,,,,,,
,,,2011," 4,391,418 ","+917,990    ",+26.43          ," 2,266,566 "," 2,124,852 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
10,237,Nawada,1901,"412,119",-,-,"202,326","209,793",,,,,,,,,,
,,,1911,"431,938","+19,819    ",+4.81          ,"212,283","219,655",,,,,,,,,,
,,,1921,"430,323","-1,615 ",-0.37 ,"214,802","215,521",,,,,,,,,,
,,,1931,"477,400","+47,077    ",+10.94          ,"238,582","238,818",,,,,,,,,,
,,,1941,"554,733","+77,333    ",+16.20          ,"277,182","277,551",,,,,,,,,,
,,,1951,"613,724","+58,991    ",+10.63          ,"300,849","312,875",,,,,,,,,,
,,,1961,"741,633","+127,909    ",+20.84          ,"360,989","380,644",,,,,,,,,,
,,,1971,"893,937","+152,304    ",+20.54          ,"443,211","450,726",,,,,,,,,,
,,,1981,"1,099,177","+205,240    ",+22.96          ,"549,120","550,057",,,,,,,,,,
,,,1991,"1,359,694","+260,517    ",+23.70          ,"702,249","657,445",,,,,,,,,,
,,,2001,"1,809,696","+450,002    ",+33.10          ,"929,960","879,736",,,,,,,,,,
,,,2011," 2,219,146 ","+409,450    ",+22.63          ," 1,144,668 "," 1,074,478 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
10,238,Jamui,1901,"345,129",-,-,"168,752","176,377",,,,,,,,,,
,,,1911,"355,934","+10,805    ",+3.13          ,"173,939","181,995",,,,,,,,,,
,,,1921,"338,455","-17,479 ",-4.91 ,"167,413","171,042",,,,,,,,,,
,,,1931,"381,115","+42,660    ",+12.60          ,"190,760","190,355",,,,,,,,,,
,,,1941,"430,855","+49,740    ",+13.05          ,"215,631","215,224",,,,,,,,,,
,,,1951,"476,167","+45,312    ",+10.52          ,"236,589","239,578",,,,,,,,,,
,,,1961,"573,834","+97,667    ",+20.51          ,"284,040","289,794",,,,,,,,,,
,,,1971,"713,736","+139,902    ",+24.38          ,"359,553","354,183",,,,,,,,,,
,,,1981,"862,589","+148,853    ",+20.86          ,"438,558","424,031",,,,,,,,,,
,,,1991,"1,051,527","+188,938    ",+21.90          ,"552,543","498,984",,,,,,,,,,
,,,2001,"1,398,796","+347,269    ",+33.03          ,"729,138","669,658",,,,,,,,,,
,,,2011," 1,760,405 ","+361,609    ",+25.85          ," 916,064 "," 844,341 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
10,239,Jehanabad,1901,"237,802",-,-,"116,747","121,055",,,,,,,,,,
,,,1911,"249,238","+11,436    ",+4.81          ,"122,492","126,746",,,,,,,,,,
,,,1921,"248,306",-932 ,-0.37 ,"123,946","124,360",,,,,,,,,,
,,,1931,"275,471","+27,165    ",+10.94          ,"137,667","137,804",,,,,,,,,,
,,,1941,"320,093","+44,622    ",+16.20          ,"159,940","160,153",,,,,,,,,,
,,,1951,"354,133","+34,040    ",+10.63          ,"178,874","175,259",,,,,,,,,,
,,,1961,"415,062","+60,929    ",+17.21          ,"207,486","207,576",,,,,,,,,,
,,,1971,"495,614","+80,552    ",+19.41          ,"253,826","241,788",,,,,,,,,,
,,,1981,"599,143","+103,529    ",+20.89          ,"306,949","292,194",,,,,,,,,,
,,,1991,"709,862","+110,719    ",+18.48          ,"370,605","339,257",,,,,,,,,,
,,,2001,"926,489","+216,627    ",+30.52          ,"481,194","445,295",,,,,,,,,,
,,,2011," 1,125,313 ","+198,824    ",+21.46          ," 585,582 "," 539,731 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
10,240,Arwal ,1901,"153,395",-,-,"75,308","78,087",,,,,,,,,,
,,,1911,"160,771","+7,376    ",+4.81          ,"79,014","81,757",,,,,,,,,,
,,,1921,"160,170",-601 ,-0.37 ,"79,951","80,219",,,,,,,,,,
,,,1931,"177,693","+17,523    ",+10.94          ,"88,803","88,890",,,,,,,,,,
,,,1941,"206,477","+28,784    ",+16.20          ,"103,170","103,307",,,,,,,,,,
,,,1951,"228,434","+21,957    ",+10.63          ,"115,383","113,051",,,,,,,,,,
,,,1961,"267,736","+39,302    ",+17.20          ,"133,307","134,429",,,,,,,,,,
,,,1971,"326,245","+58,509    ",+21.85          ,"166,304","159,941",,,,,,,,,,
,,,1981,"384,626","+58,381    ",+17.89          ,"196,300","188,326",,,,,,,,,,
,,,1991,"465,038","+80,412    ",+20.91          ,"241,484","223,554",,,,,,,,,,
,,,2001,"587,826","+122,788    ",+26.40          ,"303,752","284,074",,,,,,,,,,
,,,2011," 700,843 ","+113,017    ",+19.23          ," 363,497 "," 337,346 ",,,,,,,,,,
,,       Note :-  Districts formed after the 2001Census are printed in italics.,,,,,,,,,,,,,,,,
