,,  A - 2  DECADAL VARIATION  IN  POPULATION  SINCE  1901,,,,,,,,,,,,,,,,,
State,District,State/District,Census Year,Persons,Variation since the preceding census ,,Males,Females,,,,,,,,,,,
Code,Code,,,,,,,,,,,,,,,,,,
,,,,,Absolute,Percentage,,,,,,,,,,,,,
,,,1991," 556,074 ","+137,241    ",+32.77          ," 285,841 "," 270,233 ",,,,,,,,,,,
,,,2001," 667,155 ","+111,081    ",+19.98          ," 340,204 "," 326,951 ",,,,,,,,,,,
,,,2011," 749,237 ","+82,082    ",+12.30          ," 379,114 "," 370,123 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
23,462,Sidhi,1901," 180,233 ",-,-," 90,177 "," 90,056 ",,,,,,,,,,,
,,,1911," 209,968 ","+29,735    ",+16.50          ," 104,666 "," 105,302 ",,,,,,,,,,,
,,,1921," 180,804 ","-29,164 ",-13.89 ," 90,418 "," 90,386 ",,,,,,,,,,,
,,,1931," 207,401 ","+26,597    ",+14.71          ," 103,983 "," 103,418 ",,,,,,,,,,,
,,,1941," 243,103 ","+35,702    ",+17.21          ," 122,351 "," 120,752 ",,,,,,,,,,,
,,,1951," 266,111 ","+23,008    ",+9.46          ," 134,434 "," 131,677 ",,,,,,,,,,,
,,,1961," 332,774 ","+66,663    ",+25.05          ," 167,445 "," 165,329 ",,,,,,,,,,,
,,,1971," 440,669 ","+107,895    ",+32.42          ," 223,998 "," 216,671 ",,,,,,,,,,,
,,,1981," 532,098 ","+91,429    ",+20.75          ," 269,697 "," 262,401 ",,,,,,,,,,,
,,,1991," 709,436 ","+177,338    ",+33.33          ," 367,119 "," 342,317 ",,,,,,,,,,,
,,,2001," 910,983 ","+201,547    ",+28.41          ," 469,197 "," 441,786 ",,,,,,,,,,,
,,,2011," 1,127,033 ","+216,050    ",+23.72          ," 575,912 "," 551,121 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
23,463,Singrauli,1901," 134,232 ",-,-," 67,161 "," 67,071 ",,,,,,,,,,,
,,,1911," 156,377 ","+22,145    ",+16.50          ," 77,952 "," 78,425 ",,,,,,,,,,,
,,,1921," 134,657 ","-21,720 ",-13.89 ," 67,340 "," 67,317 ",,,,,,,,,,,
,,,1931," 154,465 ","+19,808    ",+14.71          ," 77,443 "," 77,022 ",,,,,,,,,,,
,,,1941," 181,056 ","+26,591    ",+17.21          ," 91,123 "," 89,933 ",,,,,,,,,,,
,,,1951," 198,191 ","+17,135    ",+9.46          ," 101,182 "," 97,009 ",,,,,,,,,,,
,,,1961," 247,355 ","+49,164    ",+24.81          ," 126,062 "," 121,293 ",,,,,,,,,,,
,,,1971," 336,117 ","+88,762    ",+35.88          ," 172,072 "," 164,045 ",,,,,,,,,,,
,,,1981," 458,369 ","+122,252    ",+36.37          ," 238,032 "," 220,337 ",,,,,,,,,,,
,,,1991," 663,998 ","+205,629    ",+44.86          ," 347,553 "," 316,445 ",,,,,,,,,,,
,,,2001," 920,169 ","+256,171    ",+38.58          ," 478,633 "," 441,536 ",,,,,,,,,,,
,,,2011," 1,178,273 ","+258,104    ",+28.05          ," 613,637 "," 564,636 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
23,464,Jhabua,1901," 83,750 ",-,-, NA , NA ,,,,,,,,,,,
,,,1911," 116,878 ","+33,128    ",+39.56          ," 58,410 "," 58,468 ",,,,,,,,,,,
,,,1921," 135,558 ","+18,680    ",+15.98          ," 68,784 "," 66,774 ",,,,,,,,,,,
,,,1931," 158,464 ","+22,906    ",+16.90          ," 80,918 "," 77,546 ",,,,,,,,,,,
,,,1941," 186,035 ","+27,571    ",+17.40          ," 95,123 "," 90,912 ",,,,,,,,,,,
,,,1951," 207,418 ","+21,383    ",+11.49          ," 105,955 "," 101,463 ",,,,,,,,,,,
,,,1961," 285,619 ","+78,201    ",+37.70          ," 145,408 "," 140,211 ",,,,,,,,,,,
,,,1971," 374,686 ","+89,067    ",+31.18          ," 190,181 "," 184,505 ",,,,,,,,,,,
,,,1981," 447,438 ","+72,752    ",+19.42          ," 225,266 "," 222,172 ",,,,,,,,,,,
,,,1991," 646,924 ","+199,486    ",+44.58          ," 327,902 "," 319,022 ",,,,,,,,,,,
,,,2001," 784,286 ","+137,362    ",+21.23          ," 396,141 "," 388,145 ",,,,,,,,,,,
,,,2011," 1,025,048 ","+240,762    ",+30.70          ," 515,023 "," 510,025 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
23,465,Alirajpur,1901," 70,763 ",-,-, NA , NA ,,,,,,,,,,,
,,,1911," 98,753 ","+27,990    ",+39.55          ," 49,352 "," 49,401 ",,,,,,,,,,,
,,,1921," 114,538 ","+15,785    ",+15.98          ," 58,119 "," 56,419 ",,,,,,,,,,,
,,,1931," 133,892 ","+19,354    ",+16.90          ," 68,371 "," 65,521 ",,,,,,,,,,,
,,,1941," 157,188 ","+23,296    ",+17.40          ," 80,373 "," 76,815 ",,,,,,,,,,,
,,,1951," 175,255 ","+18,067    ",+11.49          ," 90,372 "," 84,883 ",,,,,,,,,,,
,,,1961," 228,765 ","+53,510    ",+30.53          ," 117,287 "," 111,478 ",,,,,,,,,,,
,,,1971," 293,125 ","+64,360    ",+28.13          ," 149,045 "," 144,080 ",,,,,,,,,,,
,,,1981," 347,730 ","+54,605    ",+18.63          ," 175,284 "," 172,446 ",,,,,,,,,,,
,,,1991," 483,481 ","+135,751    ",+39.04          ," 243,862 "," 239,619 ",,,,,,,,,,,
,,,2001," 610,275 ","+126,794    ",+26.23          ," 305,912 "," 304,363 ",,,,,,,,,,,
,,,2011," 728,999 ","+118,724    ",+19.45          ," 362,542 "," 366,457 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
23,466,Khandwa (East Nimar),1901," 210,188 ",-,-," 107,892 "," 102,296 ",,,,,,,,,,,
,,,1911," 250,875 ","+40,687    ",+19.36          ," 128,797 "," 122,078 ",,,,,,,,,,,
,,,1921," 254,443 ","+3,568    ",+1.42          ," 131,865 "," 122,578 ",,,,,,,,,,,
,,,1931," 299,822 ","+45,379    ",+17.83          ," 155,429 "," 144,393 ",,,,,,,,,,,
,,,1941," 329,540 ","+29,718    ",+9.91          ," 169,363 "," 160,177 ",,,,,,,,,,,
,,,1951," 346,916 ","+17,376    ",+5.27          ," 178,696 "," 168,220 ",,,,,,,,,,,
,,,1961," 446,906 ","+99,990    ",+28.82          ," 231,054 "," 215,852 ",,,,,,,,,,,
,,,1971," 568,143 ","+121,237    ",+27.13          ," 294,435 "," 273,708 ",,,,,,,,,,,
,,,1981," 729,781 ","+161,638    ",+28.45          ," 377,194 "," 352,587 ",,,,,,,,,,,
,,,1991," 898,596 ","+168,815    ",+23.13          ," 465,448 "," 433,148 ",,,,,,,,,,,
,,,2001," 1,078,251 ","+179,655    ",+19.99          ," 558,350 "," 519,901 ",,,,,,,,,,,
,,,2011," 1,310,061 ","+231,810    ",+21.50          ," 674,329 "," 635,732 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
23,467,Burhanpur,1901," 106,985 ",-,-," 54,917 "," 52,068 ",,,,,,,,,,,
,,,1911," 127,696 ","+20,711    ",+19.36          ," 65,558 "," 62,138 ",,,,,,,,,,,
,,,1921," 129,511 ","+1,815    ",+1.42          ," 67,119 "," 62,392 ",,,,,,,,,,,
,,,1931," 152,609 ","+23,098    ",+17.83          ," 79,113 "," 73,496 ",,,,,,,,,,,
,,,1941," 167,736 ","+15,127    ",+9.91          ," 86,206 "," 81,530 ",,,,,,,,,,,
,,,1951," 176,580 ","+8,844    ",+5.27          ," 90,066 "," 86,514 ",,,,,,,,,,,
,,,1961," 238,244 ","+61,664    ",+34.92          ," 122,324 "," 115,920 ",,,,,,,,,,,
,,,1971," 311,188 ","+72,944    ",+30.62          ," 160,131 "," 151,057 ",,,,,,,,,,,
,,,1981," 423,799 ","+112,611    ",+36.19          ," 217,649 "," 206,150 ",,,,,,,,,,,
,,,1991," 533,066 ","+109,267    ",+25.78          ," 273,435 "," 259,631 ",,,,,,,,,,,
,,,2001," 634,883 ","+101,817    ",+19.10          ," 326,616 "," 308,267 ",,,,,,,,,,,
,,,2011," 757,847 ","+122,964    ",+19.37          ," 388,504 "," 369,343 ",,,,,,,,,,,
,,Note:-,,,,,,,,,,,,,,,,,
,,i),   N.A. = Not Available,,,,,,,,,,,,,,,,
,,ii),* The State figures of Males and Females are estimated for the year 1901 because  sex wise ,,,,,,,,,,,,,,,,
,,,distribution is not  available in respect of many districts for that year .,,,,,,,,,,,,,,,,
,,iii),                                                            District formed after 2001 census shown in Italics print,,,,,,,,,,,,,,,,
